Date,Day,Shift,Class,Subject,Paper Name,Paper Code,Year
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Spherical Astronomy & Space Dynamics,G-455,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,"Fuzzy Set Theory, Fuzzy Logics & Their Applications",G-456,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,History of Modern India (1885-1950 A.D.),G-444,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Script Writing & Translation,G-466,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Essay Writing & Translation,G-467,2nd
27-Apr-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Financial Institutions and Markets,G-408,2nd
27-Apr-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,English,Victorian Literature,G-118,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Katheitar Gadh Sahitya,G-131,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Soordas),G-225,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Goswami Tulsidas),G-226,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Jayshankar Prashad),G-227,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Premchand),G-228,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Agyey),G-229,1st
28-Apr-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Hindi,Vishisth Rachnakar (Kabir Das),G-230,1st
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Economics,Macro Economics,A-146,1st
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Economics,Macro Economics,B-146,1st
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Economics,Public Finance,A-246,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Economics,Public Finance,B-246,2nd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Economics,Economic Growth & International Trade,A-346,3rd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Economics,Economic Growth & International Trade,B-346,3rd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Indirect Taxes-GST and Custom Law,I-105,1st
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,Science and Technology in War,G-497,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Distance Education,G-402,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Hindi Aqlochana,G-333,2nd
29-Apr-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Basic Statistics & Computer Application in Social Research,G-288,1st
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Tribes in India,G-487,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Sociology of Environment,G-491,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Sociology of Social Movements,G-489,2nd
29-Apr-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Political Sociology,G-494,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Qualifying Course,General Awareness,A-010,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Com,Qualifying Course,General Awareness,C-010,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),"B.Sc. (PE, HE & Sports)",Qualifying Course,General Awareness,S-010,2nd
30-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Political Science,Contemporary Political Theory,G-274,1st
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Political Science,Local Governance in India,G-474,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Indian Philosophy,G-586,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Research Methodology,G-438,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Urdu,Classical Literature,G-468,2nd
30-Apr-26,Thursday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Demography,G-409,2nd
30-Apr-26,Thursday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Defence Studies,Insurgency & Counter Insurgence,G-299,1st
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Geometry and Vector Calculus,A-128,1st
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Geometry and Vector Calculus,B-128,1st
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Maths,Mechanics,A-228,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),B.Sc.,Maths,Mechanics,B-228,2nd
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Maths,Numerical Methods and Fundamentals of Computer,A-328,3rd
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),B.Sc.,Maths,Numerical Methods and Fundamentals of Computer,B-328,3rd
2-May-26,Saturday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Neo-Classical Theories,G-289,1st
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Social Problems In India,G-290,1st
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,Indian Literature in English,G-317,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Mathematical Modeling,G-457,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Partial Differential Equations,G-458,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Bio-Mathematics,G-459,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Maths,Mathematics of Finance & Insurance,G-460,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Bhartiya Sahitya),G-327,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Kauravi Lok Sahitya),G-328,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Pravashi Hindi Sahitya),G-334,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Sanskrit),G-336,2nd
2-May-26,Saturday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Hindi,Vishisth Sahityadhara (Prakrut - Apbransh),G-337,2nd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Urdu,Nazam,A-137,1st
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,Urdu,Ghazal,A-237,2nd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Urdu,Classical Poetry,A-437,3rd
4-May-26,Monday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,Urdu,Essay Translation & Grammer,A-438,3rd
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Corporate Financial Accounting,I-106,1st
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Defence Studies,Cicil & Military Relations,G-498,2nd
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Education,Educational Technology,G-403,2nd
4-May-26,Monday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Economics,Environmental Economics,G-413,2nd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,English,English Grammer and Phonetics,A-110,1st
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,English,Indian Writings in English Prose and Poetry,A-210,2nd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,English,Shakespeare,A-310,3rd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,English,Translation Studies,G-318,2nd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sanskrit,Brahman Pratishakhy & Nirukt,G-588,2nd
5-May-26,Tuesday,Shift-I (10:00 A.M. - 01:00 P.M.),M.A.,Sociology,Social Change: Concept and Theories,G-290,2nd
5-May-26,Tuesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Classification in Sociology,G-391,2nd
6-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,Political History of India (From A.D. 606 upto A.D. 1206),A-116,1st
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),B.A.,History,Political History of Medieval India (1526-1740 A.D.),A-216,2nd
6-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,History of Indian Culture,A-416,3rd
6-May-26,Wednesday,Shift-I (10:00 A.M. - 01:00 P.M.),B.A.,History,History of Modern World (1920-1960),A-417,3rd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,Sociology,Perspectives on Indian Society,G-392,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Socio-Cultural History of Modern India (1757-1947 A.D.),G-445,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Economic History of British India (1757-1950),G-446,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.A.,History,Women Through Ages,G-447,2nd
6-May-26,Wednesday,Shift-II (02:00 P.M. - 05:00 P.M.),M.Com.,Commerce,Corporate Laws and Governance,I-107,1st
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
